Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;8;1;1
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences;14;4;0
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;31;14;2
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Arts;48;27;5
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Ecoles de Commerce;42;23;16
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Ensemble des bacheliers;617;566;495
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence MASS;9;4;1
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Philosophie, Epistémologie;14;9;2
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de la vie, biologie, santé;12;3;2
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences religieuses;1;1;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence L.AS;123;25;12
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences économiques;2;1;0
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;77;20;4
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence AES;1423;967;225
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence MASS;60;17;4
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;205;161;28
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;CPGE L;8;2;1
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;48;40;14
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;0;0;0
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Sciences de l information et de la communication;56;32;7
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Sciences et technologies industrielles;17;6;2
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Chimie;2;0;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;CPGE L;3;1;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences;13;5;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences et technologies industrielles;2;0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;7;7;2
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences économiques - Gestion;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Arts;2;1;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Sociologie, Démographie;3;3;1
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Ensemble des bacheliers;6;6;4
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;1781;1190;741
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;72;31;16
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence L.AS;3406;687;279
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Philosophie, Epistémologie;105;55;8
2024;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Sciences et technologies industrielles;36;5;0
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l éducation;978;582;168
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence L.AS;56;10;2
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Langues;0;0;0
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Autres formations;526;129;36
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;D.E sanitaire;409;225;101
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Langues et littératures étrangères;71;58;7
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;CPGE ECG;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Licence Géographie;0;0;0
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Autres formations;2549;994;390
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE ECG;2294;1836;744
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Electronique, Génie électrique, EEA;0;0;0
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence AES;493;309;47
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Formations d'ART;555;164;82
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;2087;1553;132
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Chimie;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Sciences de l univers, de la terre, de l espace;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Sciences politiques;0;0;0
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences du langage - Linguistique;124;91;18
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sociologie, Démographie;443;301;64
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;BUT Production;185;45;14
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;CPGE L;183;130;49
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Sciences po;23;2;1
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Arts;338;189;52
2024;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;37;29;8
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Arts;5;2;1
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences religieuses;1;0;0
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence LEA;80;60;11
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Autres formations;852;310;129
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE S;88;24;8
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;D.E sanitaire;59;29;18
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence MASS;4;2;0
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Physique;1;0;0
2024;Art,Humanités, Littérature et Philosophie;Licence Géographie;49;18;6
2024;Art,Langues, littératures et cultures étrangères et régionales;Autres formations;1628;555;242
2024;Art,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;11;3;1
2024;Art,Langues, littératures et cultures étrangères et régionales;Formations des écoles nationales vétérinaires;1;0;0
2024;Art,Langues, littératures et cultures étrangères et régionales;Licence AES;104;57;16
2024;Art,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;7;3;1
2024;Art,Mathématiques Spécialité;Ecoles de Commerce;32;16;8
2024;Art,Mathématiques Spécialité;Licence Géographie;123;104;20
2024;Art,Mathématiques Spécialité;Licence LEA;138;109;18
2024;Art,Mathématiques Spécialité;Licence Philosophie, Epistémologie;52;36;3
2024;Art,Numérique et Sciences Informatiques;DEUST;10;2;2
2024;Art,Numérique et Sciences Informatiques;Ecoles de Commerce;9;3;2
2024;Art,Numérique et Sciences Informatiques;Ensemble des bacheliers;647;525;371
2024;Art,Numérique et Sciences Informatiques;Licence Génie civil;2;1;1
2024;Art,Physique-Chimie Spécialité;Licence Physique et chimie;30;17;1
2024;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Langues;0;0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Arts;405;298;103
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Philosophie, Epistémologie;24;18;3
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de gestion;5;2;0
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l information et de la communication;28;18;6
2024;Art,Sciences de la vie et de la Terre Spécialité;Sciences po;4;0;0
2024;Art,Éducation physique, pratiques et culture sportives;Ensemble des bacheliers;33;27;19
2024;Art,Éducation physique, pratiques et culture sportives;Licence Informatique;0;0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Sciences de la vie, biologie, santé;1;0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Sociologie, Démographie;1;0;0
2024;Art,Éducation physique, pratiques et culture sportives;Sciences po;0;0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;1;0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;3;2;1
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de gestion;0;0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;BUT Production;0;0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Mathématiques et informatique;0;0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences humaines et sociales;0;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;1;1;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;6;6;6
2024;Biologie/Ecologie,Mathématiques Spécialité;BUT Service;59;27;7
2024;Biologie/Ecologie,Mathématiques Spécialité;Ecoles d'ingénieurs;86;63;49
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences humaines et sociales;1;0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences du langage - Linguistique;8;7;2
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Pluri Sciences;0;0;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Sciences de l éducation;0;0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;CPGE S;167;97;35
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Ensemble des bacheliers;941;910;838
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Histoire;36;24;7
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Pluri Sciences humaines et sociales;1;0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sciences de l information et de la communication;8;5;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;BUT Production;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Géographie;1;1;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;1;0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Electronique, Génie électrique, EEA;0;0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Mathématiques et informatique;0;0;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Sciences po;0;0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;CPGE L;3227;2656;1558
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Géographie;787;465;103
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Langues et littératures françaises;4253;3468;830
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;17504;16623;14883
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;215;170;41
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Psychlogie, Sciences cognitives;2028;1048;372
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;1837;1135;370
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l univers, de la terre, de l espace;25;8;2
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;19;7;2
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Ensemble des bacheliers;341;308;239
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;Licence Formation générale aux métiers de l ingénieur;2;1;0
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;DEUST;115;24;10
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;0;0;0
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;2;1;0
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;861;605;105
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;CPGE S;2;0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence STAPS;143;89;64
2024;Littérature et langues et cultures de l'Antiquité,Art;BTS Service;5;1;0
2024;Littérature et langues et cultures de l'Antiquité,Art;CUPGE;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Physique;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences fondamentales et applications;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;1;0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;BTS Agricole;7;5;2
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BUT Service;3;0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;DCG;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Génie civil;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence L.AS;28;1;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;2;1;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;2;1;1
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;BTS Agricole;1;0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;CPGE S;1;0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences économiques - Gestion;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;BTS Service;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Autres formations;1;1;0
2024;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences économiques;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Sciences po;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;BUT Production;1;1;1
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;DCG;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence AES;6;5;1
2024;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Physique;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;BUT Service;2;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;PASS;2;1;1
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;Autres formations;0;0;0
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;CUPGE;4;1;0
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Langues et littératures étrangères;122;105;22
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence MASS;63;45;10
2024;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences humaines et sociales;7;2;0
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;200;101;58
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Physique;77;20;3
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Chimie;708;156;20
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Sciences de gestion;292;125;29
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Sciences du langage - Linguistique;39;25;3
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Sciences et technologies industrielles;729;296;86
2024;Mathématiques Spécialité,Physique-Chimie Spécialité;BUT Service;6749;3101;750
2024;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences du langage - Linguistique;283;186;34
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Ensemble des bacheliers;4695;4534;4214
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences juridiques;155;82;27
2024;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Physique et chimie;1208;104;10
2024;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Sciences de gestion;803;377;83
2024;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Droit - Sciences éco - AES;1;1;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Histoire;10;9;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Pluri Langues;2;1;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Sciences de gestion;0;0;0
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Formations d'ART;202;35;24
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Philosophie, Epistémologie;18;14;4
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de gestion;30;11;2
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;Formations d'ART;0;0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;Licence Psychlogie, Sciences cognitives;0;0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;Licence Sciences juridiques;0;0;0
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Production;57;33;11
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles de Commerce;12;8;5
2024;Physique-Chimie Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence AES;17;13;8
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;DCG;0;0;0
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;DEUST;0;0;0
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Ensemble des bacheliers;114;106;97
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence L.AS;73;13;6
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence MASS;0;0;0
2024;Physique-Chimie Spécialité,Humanités, Littérature et Philosophie;Licence Sciences et technologies industrielles;6;3;2
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Service;193;93;41
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Arts;106;64;18
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0;0
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence MASS;5;2;0
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;PASS;78;40;24
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Sciences po;6;0;0
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Autres formations;148;31;13
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Géographie;11;10;2
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Mathématiques;101;31;6
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences;5;0;0
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;3;0;0
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence STAPS;92;49;24
2024;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;PASS;57;19;8
2024;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;BTS Production;110;64;23
2024;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;DCG;318;168;30
2024;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures françaises;939;421;46
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;CPGE L;0;0;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Ensemble des bacheliers;140;128;120
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Chimie;14;9;0
2024;Physique-Chimie Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Lettres - Sciences du langage - Arts;0;0;0
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE ECG;5315;2567;886
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence MASS;145;57;8
2024;Sciences Economiques et Sociales Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences politiques;12214;4076;1341
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;BTS Agricole;82;34;14
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;BTS Production;244;31;15
2024;Sciences Economiques et Sociales Spécialité,Humanités, Littérature et Philosophie;Licence STAPS;404;182;87
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Ecoles de Commerce;3499;2324;1697
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;8;1;0
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;28;4;2
2024;Sciences Economiques et Sociales Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences fondamentales et applications;0;0;0
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;4;4;0
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0;0
2024;Sciences Economiques et Sociales Spécialité,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;5;0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;BTS Agricole;5;4;2
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;CUPGE;0;0;0
2024;Sciences Economiques et Sociales Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Mathématiques;2;0;0
2024;Sciences Economiques et Sociales Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Droit - Sciences éco - AES;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence AES;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Génie civil;1;0;0
2024;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de la vie, biologie, santé;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;BTS Agricole;1;0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;BTS Production;21;11;5
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;CUPGE;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;D.E  social;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Chimie;1;1;0
2024;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;DEUST;9;3;1
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Physique;0;0;0
2024;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;PASS;0;0;0
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l univers, de la terre, de l espace;319;132;22
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l éducation;323;202;69
2024;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;517;154;63
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence LEA;178;133;32
